Series,Mazur.lnk,Mazur.RMSE,Mazur.BIC,Mazur.AIC,Mazur.BF,Mazur.prob,Mazur.notes,exp.lnk,exp.RMSE,exp.BIC,exp.AIC,exp.BF,exp.prob,exp.notes,BD.beta,BD.delta,BD.RMSE,BD.BIC,BD.AIC,BD.BF,BD.prob,BD.notes,MG.lnk,MG.s,MG.RMSE,MG.BIC,MG.AIC,MG.BF,MG.prob,MG.notes,Rachlin.lnk,Rachlin.s,Rachlin.RMSE,Rachlin.BIC,Rachlin.AIC,Rachlin.BF,Rachlin.prob,Rachlin.notes,Loewenstein-Prelec.lnk,Loewenstein-Prelec.beta,Loewenstein-Prelec.RMSE,Loewenstein-Prelec.BIC,Loewenstein-Prelec.AIC,Loewenstein-Prelec.BF,Loewenstein-Prelec.prob,Loewenstein-Prelec.notes,EbertPrelec.lnk,EbertPrelec.s,EbertPrelec.RMSE,EbertPrelec.BIC,EbertPrelec.AIC,EbertPrelec.BF,EbertPrelec.prob,EbertPrelec.notes,Bleichrodt.lnk,Bleichrodt.s,Bleichrodt.beta,Bleichrodt.RMSE,Bleichrodt.BIC,Bleichrodt.AIC,Bleichrodt.BF,Bleichrodt.prob,Bleichrodt.notes,Parabolic.lnk,Parabolic.RMSE,Parabolic.BIC,Parabolic.AIC,Parabolic.BF,Parabolic.prob,Parabolic.notes,Power.lnk,Power.lns,Power.RMSE,Power.BIC,Power.AIC,Power.BF,Power.prob,Power.notes,noise.mean,noise.RMSE,noise.BIC,noise.AIC,noise.BF,noise.prob,probmodel,probmodel.ED50,probmodel.AUC,probmodel.Log10AUC,delays,values,ResponseId
209,-3.13117,0.12394,-5.47441,-5.36623,463.798,0.856999,Success: relative step is no more than EpsX,-3.43957,0.167621,-1.2477,-1.13952,56.0414,0.103553,Success: relative step is no more than EpsX,0.981704,0.96945,0.167433,0.682483,0.844752,21.3489,0.0394482,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.457143,0.297932,6.80448,6.91266,1,0.00184779,Hyperbolic (f),3.13117,0.137802,0.500623,"1,4,26,52,156,260,520","0.94,0.91,0.35,0.25,0.25,0.25,0.25",R_DbD2qdHTpiQ9VJv
210,-1.22544,0.0479612,-18.7661,-18.6579,391636,0.00394032,Success: relative step is no more than EpsX,-1.64748,0.0227788,-29.19,-29.0818,7.18E+07,0.722849,Success: relative step is no more than EpsX,1,0.824866,0.0227788,-27.2441,-27.0818,2.72E+07,0.273211,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203571,0.301907,6.99006,7.09824,1,1.01E-08,Exponential (f),1.64748,0.0082548,0.200503,"1,4,26,52,156,260,520","0.85,0.45,0.025,0.025,0.025,0.025,0.025",R_3PQNqG8FeDz4dSS
211,0.152974,0.0679203,-13.8949,-13.7867,1059.16,0.00242001,Success: relative step is no more than EpsX,-0.43061,0.0300816,-25.2968,-25.1886,316849,0.723952,Success: relative step is no more than EpsX,1,0.521987,0.0300816,-23.3509,-23.1886,119758,0.273628,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.183712,0.0355357,0.143715,1,2.28E-06,Exponential (f),0.43061,0.00154705,0.065788,"1,4,26,52,156,260,520","0.55,0.025,0.025,0.025,0.025,0.025,0.025",R_1mkILO3o3pqG9lp
212,3.43402,0.0218516,-29.7718,-29.6636,2.54E-111,2.41E-33,Success: relative step is no more than EpsX,1.30531,0.0231454,-28.9664,-28.8583,1.70E-111,1.61E-33,Success: relative step is no more than EpsX,0.0250001,1,4.16E-07,-179.984,-179.821,1.06E-78,1,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,3.47E-18,-539.079,-538.97,1,9.47E+77,Noise,NA,0.025,0.025,"1,4,26,52,156,260,520","0.025,0.025,0.025,0.025,0.025,0.025,0.025",R_2UaVb9vFeFkVI2q
213,-1.50069,0.0623333,-15.0967,-14.9885,123410,0.00138007,Success: relative step is no more than EpsX,-1.95176,0.0254748,-27.6239,-27.5158,6.48E+07,0.724707,Success: relative step is no more than EpsX,1,0.867601,0.0254748,-25.678,-25.5158,2.45E+07,0.273913,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.226429,0.332702,8.34986,8.45804,1,1.12E-08,Exponential (f),1.95176,0.0117704,0.241721,"1,4,26,52,156,260,520","0.91,0.55,0.025,0.025,0.025,0.025,0.025",R_20UMMGy2bfogIlK
214,-5.02193,0.163435,-1.60181,-1.49363,6.30931,0.574117,Success: relative step is no more than EpsX,-5.77287,0.206389,1.66506,1.77324,1.23195,0.112101,Success: relative step is no more than EpsX,0.792118,0.99833,0.155047,-0.393534,-0.231264,3.44833,0.313782,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.648571,0.212632,2.08225,2.19043,1,0.0909952,Hyperbolic (f),5.02193,0.432989,0.763134,"1,4,26,52,156,260,520","0.98,0.91,0.75,0.45,0.45,0.55,0.45",R_s7oeGVdihdWxVOF
215,-6.23061,0.231266,3.25834,3.36652,13.1549,0.283723,Success: relative step is no more than EpsX,-6.38746,0.212103,2.04742,2.1556,24.1009,0.519808,Success: relative step is no more than EpsX,1,0.998319,0.212103,3.99333,4.1556,9.10929,0.196469,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.843571,0.33418,8.41192,8.5201,1,0.021568,Exponential (f),6.38746,0.665828,0.885874,"1,4,26,52,156,260,520","0.98,0.98,0.98,0.98,0.98,0.98,0.025",R_3pKK1NNiKmbcd0t
216,-3.8941,0.121957,-5.70025,-5.59208,4585.53,0.0125527,Success: relative step is no more than EpsX,-4.42528,0.0684341,-13.7894,-13.6812,261775,0.716599,Success: relative step is no more than EpsX,1,0.988101,0.0684341,-11.8435,-11.6812,98941.8,0.270849,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.480714,0.406689,11.1611,11.2692,1,2.74E-06,Exponential (f),4.42528,0.158722,0.617177,"1,4,26,52,156,260,520","0.98,0.91,0.75,0.65,0.025,0.025,0.025",R_1LWBkjXZ4BZLMid
217,-1.33445,0.234792,3.47019,3.57837,4.674,0.51531,Success: relative step is no more than EpsX,-1.20229,0.255064,4.62961,4.73779,2.61772,0.288605,Success: relative step is no more than EpsX,0.564633,0.991511,0.234566,5.40263,5.5649,1.77855,0.196086,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.329286,0.292653,6.55422,6.6624,1,0.11025,Hyperbolic (f),1.33445,0.0343416,0.249591,"1,4,26,52,156,260,520","0.98,0.15,0.35,0.45,0.075,0.15,0.15",R_73y2wQQ0QhmrBe1
218,-0.293531,0.109705,-7.18246,-7.07428,353.686,0.0325409,Success: relative step is no more than EpsX,-0.755559,0.0707393,-13.3256,-13.2174,7631.03,0.702093,Success: relative step is no more than EpsX,1,0.625159,0.0707393,-11.3797,-11.2174,2884.26,0.265366,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128571,0.253697,4.55436,4.66254,1,9.20E-05,Exponential (f),0.755559,0.00256424,0.0956554,"1,4,26,52,156,260,520","0.75,0.025,0.025,0.025,0.025,0.025,0.025",R_3NFbQyl46e6dhmN
219,-4.91947,0.0925356,-9.5653,-9.45712,7791.38,0.411238,Success: relative step is no more than EpsX,-5.34588,0.0920314,-9.64179,-9.53361,8095.13,0.42727,Success: relative step is no more than EpsX,1,0.995243,0.0920314,-7.69588,-7.53361,3059.67,0.161493,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.662857,0.332854,8.35624,8.46442,1,5.28E-05,Exponential (f),5.34588,0.368337,0.759186,"1,4,26,52,156,260,520","0.98,0.98,0.98,0.85,0.35,0.25,0.25",R_3CBhV8goBFAt4w8
220,-1.64294,0.0825816,-11.1586,-11.0504,4484.89,0.91447,Success: relative step is no more than EpsX,-1.7147,0.135671,-4.20836,-4.10018,138.844,0.0283104,Success: relative step is no more than EpsX,0.705778,0.969557,0.106774,-5.61569,-5.45342,280.624,0.0572193,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275,0.274513,5.65834,5.76652,1,0.0002039,Hyperbolic (f),1.64294,0.0442712,0.2894,"1,4,26,52,156,260,520","0.85,0.45,0.25,0.25,0.075,0.025,0.025",R_3O6y4VMnqKGTb08
221,-2.16905,0.185632,0.181086,0.289266,0.285323,0.0878086,Success: relative step is no more than EpsX,-1.89776,0.239921,3.77273,3.88091,0.0473611,0.0145754,Success: relative step is no more than EpsX,0.475721,0.997512,0.115895,-4.46808,-4.30581,2.91669,0.897616,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.364286,0.155183,-2.32718,-2.219,1,0.307752,Beta-Delta (f),nan,0.266302,0.401941,"1,4,26,52,156,260,520","0.65,0.55,0.35,0.25,0.25,0.25,0.25",R_3QDFvDUozsBdceI
222,-1.70561,0.191393,0.608998,0.717178,6.85765,0.682442,Success: relative step is no more than EpsX,-1.59398,0.222196,2.69821,2.80639,2.41273,0.240104,Success: relative step is no more than EpsX,0.744011,0.965151,0.227282,4.961,5.12327,0.778307,0.0774536,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.368571,0.251988,4.45973,4.56791,1,0.0995155,Hyperbolic (f),1.70561,0.0465816,0.297737,"1,4,26,52,156,260,520","0.98,0.35,0.25,0.25,0.25,0.25,0.25",R_UfQHzkXmWMkmArT
223,-1.81128,0.140539,-3.71487,-3.60669,409.324,0.144783,Success: relative step is no more than EpsX,-2.41582,0.11956,-5.97811,-5.86993,1269.18,0.448926,Success: relative step is no more than EpsX,0.853254,0.932681,0.105539,-5.77854,-5.61627,1148.65,0.406292,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232143,0.331855,8.31415,8.42233,1,0.000353712,Exponential (f),2.41582,0.0197346,0.307962,"1,4,26,52,156,260,520","0.65,0.85,0.025,0.025,0.025,0.025,0.025",R_BRkv1KfQpDP9StX
224,-0.504076,0.344911,8.85438,8.96256,0.801531,0.301196,MaxIts steps was taken,1.30465,0.371007,9.87549,9.98366,0.48105,0.180767,Success: relative step is no more than EpsX,0.488564,0.959962,0.277778,7.76982,7.93209,1.37858,0.518036,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.161429,0.33418,8.41192,8.5201,1,0.375776,Beta-Delta (f),nan,0.022115,0.207867,"1,4,26,52,156,260,520","0.025,0.98,0.025,0.025,0.025,0.025,0.025",R_xrBKJIOjPIy6o9z
225,2.68153,0.0836427,-10.9799,-10.8717,0.0507168,0.108267,Success: relative step is no more than EpsX,1.30522,0.0866024,-10.493,-10.3848,0.0397593,0.0848758,Success: relative step is no more than EpsX,0.0678571,1,0.0546324,-14.9969,-14.8347,0.377964,0.806857,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0678571,0.0546324,-16.9428,-16.8347,1,2.13474,Noise,NA,0.0678571,0.0678571,"1,4,26,52,156,260,520","0.025,0.15,0.025,0.025,0.025,0.075,0.15",R_11jtnUENovz1RAN
226,-3.007,0.0626184,-15.0328,-14.9246,107945,0.969599,Success: relative step is no more than EpsX,-3.54078,0.109813,-7.16869,-7.06051,2116.1,0.0190075,Success: relative step is no more than EpsX,0.911448,0.976206,0.102811,-6.14518,-5.98291,1268.48,0.011394,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.397143,0.327892,8.14597,8.25415,1,8.98E-06,Hyperbolic (f),3.007,0.126143,0.48244,"1,4,26,52,156,260,520","0.98,0.75,0.45,0.25,0.25,0.075,0.025",R_3PtMsGIcInhB53v
227,-8.245,0.0243785,-28.2398,-28.1316,78.777,0.367694,Success: relative step is no more than EpsX,-8.28815,0.0237518,-28.6044,-28.4962,94.5307,0.441225,Success: relative step is no more than EpsX,0.993925,0.999766,0.0232945,-26.9307,-26.7684,40.9383,0.191081,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961429,0.0454905,-19.5066,-19.3984,1,0.00466753,Exponential (f),8.28815,0.937254,0.979794,"1,4,26,52,156,260,520","0.98,0.98,0.98,0.98,0.98,0.98,0.85",R_24j8hHNTCHgZZQV
228,-4.30635,0.0423659,-20.5028,-20.3946,1.99E+06,0.859528,Success: relative step is no more than EpsX,-4.86363,0.0599394,-15.6449,-15.5367,175530,0.0757512,Success: relative step is no more than EpsX,0.951972,0.992989,0.0533473,-15.3302,-15.1679,149969,0.0647204,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.556429,0.336438,8.5062,8.61438,1,4.32E-07,Hyperbolic (f),4.30635,0.295452,0.669416,"1,4,26,52,156,260,520","0.98,0.94,0.75,0.65,0.25,0.25,0.075",R_2EmFXbsEL3gvNPo
229,-3.17593,0.14061,-3.70773,-3.59955,149.301,0.859275,Success: relative step is no more than EpsX,-3.42715,0.190707,0.558736,0.666915,17.6853,0.101784,Success: relative step is no more than EpsX,0.973457,0.969689,0.190377,2.4804,2.64267,6.76593,0.0389401,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.468571,0.287473,6.3042,6.41238,1,0.00575532,Hyperbolic (f),3.17593,0.142219,0.507179,"1,4,26,52,156,260,520","0.98,0.85,0.35,0.25,0.35,0.25,0.25",R_C80KEnl9lk5uJ0d
230,-1.57507,0.0854984,-10.6727,-10.5645,5933.67,0.829263,Success: relative step is no more than EpsX,-1.76422,0.130906,-4.7089,-4.60072,300.823,0.0420417,Success: relative step is no more than EpsX,0.746275,0.959357,0.0970921,-6.94647,-6.7842,920.86,0.128695,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.295804,6.70414,6.81232,1,0.000139755,Hyperbolic (f),1.57507,0.0418867,0.280461,"1,4,26,52,156,260,520","0.85,0.45,0.35,0.025,0.025,0.025,0.025",R_3KxW5u8gr9ivaLq
231,-1.15792,0.0840254,-10.9159,-10.8078,11985.9,0.0717468,Success: relative step is no more than EpsX,-1.51994,0.0610189,-15.395,-15.2869,112537,0.673641,Success: relative step is no more than EpsX,1,0.803543,0.0610189,-13.4491,-13.2869,42535.2,0.254612,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202143,0.321424,7.86703,7.97521,1,5.99E-06,Exponential (f),1.51994,0.00707853,0.183895,"1,4,26,52,156,260,520","0.94,0.35,0.025,0.025,0.025,0.025,0.025",R_1PZSzFC73W9BVGG
232,0.764427,0.0363452,-22.6487,-22.5406,2936.95,0.0172746,Success: relative step is no more than EpsX,0.0440269,0.0214542,-30.0287,-29.9205,117609,0.69175,Success: relative step is no more than EpsX,0.84355,0.414913,0.0211289,-28.2967,-28.1345,49470.4,0.290975,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0714286,0.113726,-6.67849,-6.57031,1,5.88E-06,Exponential (f),-0.0440269,0.00064844,0.0325471,"1,4,26,52,156,260,520","0.35,0.025,0.025,0.025,0.025,0.025,0.025",R_dm4PDJkDNnzuAMh
233,-1.856,0.0966475,-8.95663,-8.84845,772.69,0.762016,Success: relative step is no more than EpsX,-2.29137,0.130104,-4.79492,-4.68674,96.4495,0.0951171,Success: relative step is no more than EpsX,0.788798,0.949602,0.106829,-5.60852,-5.44625,144.868,0.142867,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.307143,0.249898,4.34312,4.4513,1,0.000986186,Hyperbolic (f),1.856,0.0525759,0.318045,"1,4,26,52,156,260,520","0.75,0.65,0.15,0.15,0.15,0.15,0.15",R_3MajkoZ5e1eses0
234,-6.49048,0.114832,-6.54309,-6.43491,0.730151,0.108702,Success: relative step is no more than EpsX,-6.79446,0.123196,-5.5588,-5.45062,0.446351,0.0664508,Success: relative step is no more than EpsX,0.865994,0.999378,0.0748106,-10.5963,-10.434,5.54052,0.824848,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.795714,0.109786,-7.1721,-7.06392,1,0.148876,Beta-Delta (f),6.78332,0.739646,0.824665,"1,4,26,52,156,260,520","0.98,0.94,0.75,0.75,0.75,0.75,0.65",R_30ocC1Zm90vqLae
235,-0.351222,0.0650978,-14.4891,-14.381,3372.36,0.440965,Success: relative step is no more than EpsX,-0.7929,0.0658777,-14.3224,-14.2142,3102.64,0.405696,Success: relative step is no more than EpsX,1,0.636016,0.0658777,-12.3765,-12.2142,1172.69,0.153339,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157143,0.207758,1.7576,1.86578,1,0.000130758,Hyperbolic (f),0.351222,0.0147075,0.140933,"1,4,26,52,156,260,520","0.65,0.15,0.15,0.075,0.025,0.025,0.025",R_2zwODfSUwphyP82
236,2.29647,0.0283088,-26.1472,-26.039,0.205898,0.0723021,Success: relative step is no more than EpsX,0.951107,0.0353457,-23.0391,-22.931,0.0435257,0.0152843,Success: relative step is no more than EpsX,0.0780682,0.971947,0.0171501,-31.2177,-31.0554,2.59832,0.912414,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0392857,0.0225877,-29.3079,-29.1998,1,0.351156,Beta-Delta (f),nan,0.00513813,0.0375809,"1,4,26,52,156,260,520","0.075,0.075,0.025,0.025,0.025,0.025,0.025",R_2f3T5imY0xjdLSG
237,-3.30657,0.148864,-2.90915,-2.80097,126.556,0.86035,Success: relative step is no more than EpsX,-3.63794,0.207442,1.73629,1.84447,12.4033,0.0843199,Success: relative step is no more than EpsX,0.748828,0.99388,0.191721,2.57889,2.74116,8.13899,0.0553302,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.468571,0.297246,6.77222,6.8804,1,0.00679816,Hyperbolic (f),3.30657,0.155778,0.526302,"1,4,26,52,156,260,520","0.98,0.85,0.25,0.45,0.35,0.25,0.15",R_10ISZa1hBCyrAXp
238,-0.694451,0.143751,-3.3985,-3.29032,257.75,0.112768,Success: relative step is no more than EpsX,-1.04494,0.112078,-6.88284,-6.77466,1471.68,0.643872,Success: relative step is no more than EpsX,1,0.703482,0.112078,-4.93693,-4.77466,556.241,0.243361,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162857,0.317736,7.70547,7.81365,1,0.000437509,Exponential (f),1.04494,0.00385387,0.126447,"1,4,26,52,156,260,520","0.94,0.075,0.025,0.025,0.025,0.025,0.025",R_eOJoDbAuSY1RWW5
239,-4.74639,0.143174,-3.45475,-3.34657,1351.88,0.0318678,Success: relative step is no more than EpsX,-5.18101,0.0920361,-9.64108,-9.5329,29804.6,0.702581,Success: relative step is no more than EpsX,1,0.994393,0.0920361,-7.69517,-7.5329,11265.1,0.265551,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.622857,0.400997,10.9638,11.0719,1,2.36E-05,Exponential (f),5.18101,0.322365,0.734755,"1,4,26,52,156,260,520","0.98,0.98,0.94,0.91,0.45,0.075,0.025",R_4PGwmpJKMl34YBb
240,1.64812,0.0223679,-29.4448,-29.3366,119.904,0.616745,Success: relative step is no more than EpsX,0.636736,0.0352,-23.097,-22.9888,5.01668,0.0258041,Success: relative step is no more than EpsX,0.186581,0.80026,0.0210428,-28.3539,-28.1916,69.4935,0.357451,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.0443203,-19.8714,-19.7632,1,0.00514366,Hyperbolic (f),-1.64812,0.00225341,0.0280801,"1,4,26,52,156,260,520","0.15,0.075,0.025,0.025,0.025,0.025,0.025",R_3MMezWud4nte5c5
241,-3.46557,0.391903,10.6426,10.7508,0.258551,0.333878,Success: relative step is no more than EpsX,-0.941302,0.437405,12.1804,12.2886,0.119843,0.154759,Success: relative step is no more than EpsX,0.452087,0.999281,0.320897,9.78998,9.95225,0.395994,0.511363,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.411429,0.32304,7.93727,8.04545,1,1.29134,Noise,NA,0.411429,0.411429,"1,4,26,52,156,260,520","0.75,0.15,0.98,0.15,0.15,0.15,0.55",R_3s4wu5mwTlgTDjW
242,-1.98056,0.113601,-6.69398,-6.5858,4090.99,0.0201015,Success: relative step is no more than EpsX,-2.51419,0.0682551,-13.8261,-13.7179,144725,0.71112,Success: relative step is no more than EpsX,1,0.922259,0.0682551,-11.8802,-11.7179,54701,0.268778,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.260714,0.372697,9.93911,10.0473,1,4.91E-06,Exponential (f),2.51419,0.0219575,0.322409,"1,4,26,52,156,260,520","0.85,0.85,0.025,0.025,0.025,0.025,0.025",R_ZgXj1A8WdjdPz7b
243,-7.85273,0.196688,0.991072,1.09925,0.66271,0.394133,Success: relative step is no more than EpsX,-8.02311,0.197674,1.06108,1.16926,0.639915,0.380576,Success: relative step is no more than EpsX,0.90836,0.999969,0.185402,2.10966,2.27193,0.378814,0.225291,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.904286,0.185461,0.168238,0.276418,1,0.594729,Noise,NA,0.904286,0.904286,"1,4,26,52,156,260,520","0.98,0.98,0.98,0.98,0.45,0.98,0.98",R_2P1jfraoGpY4SU0
