Series,Mazur.lnk,Mazur.RMSE,Mazur.BIC,Mazur.AIC,Mazur.BF,Mazur.prob,Mazur.notes,exp.lnk,exp.RMSE,exp.BIC,exp.AIC,exp.BF,exp.prob,exp.notes,BD.beta,BD.delta,BD.RMSE,BD.BIC,BD.AIC,BD.BF,BD.prob,BD.notes,MG.lnk,MG.s,MG.RMSE,MG.BIC,MG.AIC,MG.BF,MG.prob,MG.notes,Rachlin.lnk,Rachlin.s,Rachlin.RMSE,Rachlin.BIC,Rachlin.AIC,Rachlin.BF,Rachlin.prob,Rachlin.notes,Loewenstein-Prelec.lnk,Loewenstein-Prelec.beta,Loewenstein-Prelec.RMSE,Loewenstein-Prelec.BIC,Loewenstein-Prelec.AIC,Loewenstein-Prelec.BF,Loewenstein-Prelec.prob,Loewenstein-Prelec.notes,EbertPrelec.lnk,EbertPrelec.s,EbertPrelec.RMSE,EbertPrelec.BIC,EbertPrelec.AIC,EbertPrelec.BF,EbertPrelec.prob,EbertPrelec.notes,Bleichrodt.lnk,Bleichrodt.s,Bleichrodt.beta,Bleichrodt.RMSE,Bleichrodt.BIC,Bleichrodt.AIC,Bleichrodt.BF,Bleichrodt.prob,Bleichrodt.notes,Parabolic.lnk,Parabolic.RMSE,Parabolic.BIC,Parabolic.AIC,Parabolic.BF,Parabolic.prob,Parabolic.notes,Power.lnk,Power.lns,Power.RMSE,Power.BIC,Power.AIC,Power.BF,Power.prob,Power.notes,noise.mean,noise.RMSE,noise.BIC,noise.AIC,noise.BF,noise.prob,probmodel,probmodel.ED50,probmodel.AUC,probmodel.Log10AUC,delays,values,ResponseId
168,-0.949021,0.24191,3.88829,3.99647,0.490903,0.163463,Success: relative step is no more than EpsX,-0.940235,0.262243,5.01821,5.12639,0.279021,0.0929094,Success: relative step is no more than EpsX,0.476062,0.995716,0.16955,0.858377,1.02065,2.23323,0.743628,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.321429,0.218529,2.46527,2.57345,1,0.332983,Beta-Delta (f),nan,0.189818,0.368602,"1,4,26,52,156,260,520","0.75,0.15,0.45,0.45,0.15,0.15,0.15",R_3NIgvvpbsMQ5MwY
169,-2.91085,0.0387974,-21.7347,-21.6265,6.54E+06,0.0103144,Success: relative step is no more than EpsX,-3.53211,0.0274459,-26.5806,-26.4724,7.37E+07,0.116337,Success: relative step is no more than EpsX,0.954796,0.973102,0.017908,-30.6123,-30.45,5.53E+08,0.873348,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.366429,0.3651,9.65078,9.75896,1,1.58E-09,Beta-Delta (f),3.16652,0.0656557,0.465955,"1,4,26,52,156,260,520","0.94,0.85,0.45,0.25,0.025,0.025,0.025",R_2Qon34A4Kh7KU4E
170,-3.32174,0.0930221,-9.4919,-9.38372,32349.3,0.00860796,Success: relative step is no more than EpsX,-3.84374,0.049431,-18.3435,-18.2354,2.70E+06,0.719461,Success: relative step is no more than EpsX,1,0.978814,0.049431,-16.3976,-16.2354,1.02E+06,0.271931,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.419286,0.410065,11.2768,11.385,1,2.66E-07,Exponential (f),3.84374,0.0880728,0.52573,"1,4,26,52,156,260,520","0.98,0.98,0.65,0.25,0.025,0.025,0.025",R_3J4yJUwFCPkoBNg
171,-2.7034,0.0842305,-10.8818,-10.7736,42797.7,0.0808184,Success: relative step is no more than EpsX,-3.21634,0.0623045,-15.1032,-14.995,353243,0.667058,Success: relative step is no more than EpsX,1,0.960691,0.0623045,-13.1572,-12.995,133513,0.252124,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.367143,0.386457,10.4467,10.5549,1,1.89E-06,Exponential (f),3.21634,0.0461589,0.42835,"1,4,26,52,156,260,520","0.98,0.94,0.35,0.075,0.075,0.075,0.075",R_3j0v93V0TheDT1U
172,-1.96785,0.0616052,-15.2612,-15.153,164124,0.00260786,Success: relative step is no more than EpsX,-2.58376,0.0339743,-23.5932,-23.485,1.06E+07,0.168094,Success: relative step is no more than EpsX,0.934561,0.93567,0.0235377,-26.7853,-26.623,5.22E+07,0.829299,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264286,0.342485,8.75557,8.86375,1,1.59E-08,Beta-Delta (f),2.24141,0.0253389,0.328592,"1,4,26,52,156,260,520","0.85,0.75,0.15,0.025,0.025,0.025,0.025",R_3iXy0xlTtQwZhmp
173,-2.33659,0.114713,-6.55759,-6.44941,7894.38,0.0148803,Success: relative step is no more than EpsX,-2.85534,0.0659746,-14.3018,-14.1936,379278,0.714909,Success: relative step is no more than EpsX,1,0.944088,0.0659746,-12.3559,-12.1936,143354,0.27021,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.413401,11.3902,11.4984,1,1.88E-06,Exponential (f),2.85534,0.0316157,0.373346,"1,4,26,52,156,260,520","0.98,0.94,0.15,0.025,0.025,0.025,0.025",R_3Hw6LTjvrv3ohgd
174,0.764427,0.0363452,-22.6487,-22.5406,2936.95,0.0172746,Success: relative step is no more than EpsX,0.0440269,0.0214542,-30.0287,-29.9205,117609,0.69175,Success: relative step is no more than EpsX,0.84355,0.414913,0.0211289,-28.2967,-28.1345,49470.4,0.290975,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0714286,0.113726,-6.67849,-6.57031,1,5.88E-06,Exponential (f),-0.0440269,0.00064844,0.0325471,"1,4,26,52,156,260,520","0.35,0.025,0.025,0.025,0.025,0.025,0.025",R_82smdPzpygzafpT
175,-5.46286,0.175173,-0.630759,-0.52258,0.409923,0.14328,Success: relative step is no more than EpsX,-6.09011,0.20432,1.52401,1.63219,0.139572,0.0487847,Success: relative step is no more than EpsX,0.759588,0.999018,0.119067,-4.09012,-3.92785,2.31149,0.807935,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.668571,0.15422,-2.41433,-2.30615,1,0.34953,Beta-Delta (f),6.05389,0.594505,0.704777,"1,4,26,52,156,260,520","0.98,0.75,0.75,0.55,0.55,0.55,0.55",R_2qD8K2lgWUTE8C9
176,-3.21077,0.240496,3.80626,3.91444,0.196346,0.067974,Success: relative step is no more than EpsX,-1.46364,0.306046,7.18069,7.28887,0.0363307,0.0125775,Success: relative step is no more than EpsX,0.547593,0.997656,0.14426,-1.40304,-1.24077,2.65587,0.919448,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.421429,0.190595,0.550511,0.658691,1,0.346195,Beta-Delta (f),3.65687,0.31583,0.466383,"1,4,26,52,156,260,520","0.85,0.35,0.45,0.45,0.35,0.25,0.25",R_3pu3vYYAx4sV4tX
177,-1.39353,0.0838223,-10.9498,-10.8417,18970.9,0.0591403,Success: relative step is no more than EpsX,-1.77713,0.0591,-15.8424,-15.7342,219024,0.68279,Success: relative step is no more than EpsX,1,0.844404,0.0591,-13.8965,-13.7342,82783.2,0.25807,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222143,0.342385,8.75149,8.85967,1,3.12E-06,Exponential (f),1.77713,0.00962014,0.21781,"1,4,26,52,156,260,520","0.98,0.45,0.025,0.025,0.025,0.025,0.025",R_ptxhyY5iZH8kAxj
178,-3.8266,0.102634,-8.11521,-8.00703,3235.99,0.752813,Success: relative step is no more than EpsX,-4.49088,0.135338,-4.24271,-4.13453,466.772,0.108589,Success: relative step is no more than EpsX,0.862484,0.991929,0.113741,-4.73073,-4.56846,595.768,0.138598,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.486429,0.325628,8.04897,8.15715,1,0.000232638,Hyperbolic (f),3.8266,0.220268,0.601799,"1,4,26,52,156,260,520","0.98,0.85,0.45,0.65,0.25,0.15,0.075",R_2bN5v2MNcgaBwXq
179,2.46267,0.0427624,-20.3724,-20.2642,0.0217173,0.0521306,Success: relative step is no more than EpsX,0.951543,0.0443177,-19.8722,-19.7641,0.0169121,0.0405961,Success: relative step is no more than EpsX,0.0464286,1,0.0247436,-26.0858,-25.9235,0.377964,0.907273,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0464286,0.0247436,-28.0317,-27.9235,1,2.40042,Noise,NA,0.0464286,0.0464286,"1,4,26,52,156,260,520","0.075,0.025,0.025,0.025,0.075,0.025,0.075",R_3k03Mk9uHuxwlS9
180,-9.76038,0.0153692,-34.6985,-34.5903,1.31E-97,1.43E-33,Success: relative step is no more than EpsX,-9.77779,0.0153945,-34.6755,-34.5673,1.30E-97,1.42E-33,Success: relative step is no more than EpsX,0.98,1,2.72E-07,-185.952,-185.789,9.18E-65,1,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,2.22E-16,-480.854,-480.746,1,1.09E+64,Noise,NA,0.98,0.98,"1,4,26,52,156,260,520","0.98,0.98,0.98,0.98,0.98,0.98,0.98",R_3iRbSsyesRHJzNB
181,-2.81697,0.14038,-3.73067,-3.62249,100.054,0.79216,Success: relative step is no more than EpsX,-3.1768,0.179223,-0.310802,-0.202622,18.0976,0.143284,Success: relative step is no more than EpsX,0.90581,0.965853,0.174782,1.28382,1.44609,8.15366,0.0645552,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.421429,0.271052,5.48075,5.58893,1,0.00791732,Hyperbolic (f),2.81697,0.109911,0.454662,"1,4,26,52,156,260,520","0.85,0.85,0.25,0.25,0.25,0.25,0.25",R_3RwNeQwVo2myOCq
182,-1.23054,0.0835566,-10.9943,-10.8861,8889.87,0.364906,Success: relative step is no more than EpsX,-1.52555,0.080815,-11.4613,-11.3532,11228.3,0.460893,Success: relative step is no more than EpsX,1,0.804527,0.080815,-9.51542,-9.35315,4243.9,0.174201,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.230714,0.306273,7.19106,7.29923,1,4.10E-05,Exponential (f),1.52555,0.00712708,0.184616,"1,4,26,52,156,260,520","0.94,0.35,0.075,0.075,0.075,0.075,0.025",R_9uD48k8KMgpfZXb
183,-2.21873,0.0915744,-9.71149,-9.60331,27574.8,0.00204844,Success: relative step is no more than EpsX,-2.76996,0.0396013,-21.4475,-21.3394,9.75E+06,0.724222,Success: relative step is no more than EpsX,1,0.939258,0.0396013,-19.5016,-19.3394,3.68E+06,0.27373,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.297143,0.394578,10.7378,10.846,1,7.43E-08,Exponential (f),2.76996,0.0288799,0.36049,"1,4,26,52,156,260,520","0.98,0.85,0.15,0.025,0.025,0.025,0.025",R_24NQECFqcZ848yL
184,-0.284844,0.0505834,-18.0209,-17.9127,25695.8,0.00240256,Success: relative step is no more than EpsX,-0.792835,0.0223799,-29.4373,-29.3291,7.74E+06,0.723965,Success: relative step is no more than EpsX,1,0.635998,0.0223799,-27.4914,-27.3291,2.93E+06,0.273633,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132143,0.215769,2.28728,2.39546,1,9.35E-08,Exponential (f),0.792835,0.00270777,0.0994141,"1,4,26,52,156,260,520","0.65,0.15,0.025,0.025,0.025,0.025,0.025",R_22nMk1mBIZ4riUU
185,-4.42092,0.321001,7.84862,7.9568,0.00278428,0.00635719,Success: relative step is no more than EpsX,-1.48074,0.442615,12.3462,12.4544,0.000293817,0.000670854,Success: relative step is no more than EpsX,0.503649,0.999633,0.135757,-2.25361,-2.09134,0.434896,0.992972,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.478571,0.138505,-3.91891,-3.81073,1,2.28324,Noise,NA,0.478571,0.478571,"1,4,26,52,156,260,520","0.45,0.55,0.55,0.55,0.55,0.15,0.55",R_2fwdr0U00EGpyBL
186,-0.594472,0.148293,-2.96299,-2.85481,163.926,0.12461,Success: relative step is no more than EpsX,-0.945027,0.117506,-6.22073,-6.11255,835.713,0.635277,Success: relative step is no more than EpsX,1,0.677959,0.117506,-4.27482,-4.11255,315.87,0.240112,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158571,0.307254,7.23584,7.34402,1,0.000760162,Exponential (f),0.945027,0.0033609,0.11541,"1,4,26,52,156,260,520","0.91,0.025,0.075,0.025,0.025,0.025,0.025",R_29aCijpuj0D4Xyw
187,-2.69844,0.0787134,-11.8302,-11.722,77451.5,0.273102,Success: relative step is no more than EpsX,-3.25599,0.071648,-13.1469,-13.0387,149603,0.527515,Success: relative step is no more than EpsX,1,0.962191,0.071648,-11.201,-11.0387,56544.5,0.199382,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.356429,0.39308,10.6846,10.7928,1,3.53E-06,Exponential (f),3.25599,0.0481006,0.434445,"1,4,26,52,156,260,520","0.98,0.94,0.25,0.25,0.025,0.025,0.025",R_9BpImnvvEGNe025
188,-3.27142,0.112106,-6.87936,-6.77118,646.45,0.905136,Success: relative step is no more than EpsX,-3.59276,0.162689,-1.66581,-1.55763,47.69,0.0667739,Success: relative step is no more than EpsX,0.934809,0.976335,0.16022,0.0660032,0.228273,20.0617,0.0280898,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.462857,0.282576,6.06363,6.17181,1,0.00140017,Hyperbolic (f),3.27142,0.15203,0.52116,"1,4,26,52,156,260,520","0.94,0.85,0.45,0.25,0.25,0.25,0.25",R_AdplcIcOxNBKKM9
189,-1.07046,0.0337858,-23.671,-23.5629,2.18E+06,0.0505207,Success: relative step is no more than EpsX,-1.53977,0.0313223,-24.731,-24.6228,3.71E+06,0.0858286,Success: relative step is no more than EpsX,0.884744,0.845897,0.0195996,-29.3486,-29.1863,3.73E+07,0.863651,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.189286,0.271851,5.52195,5.63013,1,2.31E-08,Beta-Delta (f),1.22672,0.00861636,0.193961,"1,4,26,52,156,260,520","0.75,0.45,0.025,0.025,0.025,0.025,0.025",R_2XojW1EntRfD1SW
190,-2.86628,0.118135,-6.14598,-6.0378,5163.79,0.0598544,Success: relative step is no more than EpsX,-3.42601,0.0834449,-11.013,-10.9048,58861.2,0.682271,Success: relative step is no more than EpsX,1,0.968007,0.0834449,-9.0671,-8.90483,22247.5,0.257874,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.357143,0.400686,10.9529,11.061,1,1.16E-05,Exponential (f),3.42601,0.05736,0.460686,"1,4,26,52,156,260,520","0.91,0.94,0.55,0.025,0.025,0.025,0.025",R_1N495kynaTgTYn7
191,3.42765,0.0344964,-23.3797,-23.2715,0.00863412,0.0219214,Success: relative step is no more than EpsX,1.30531,0.0353553,-23.0353,-22.9272,0.00726861,0.0184545,Success: relative step is no more than EpsX,0.0321426,1,0.0174964,-30.9378,-30.7755,0.377964,0.959624,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0321429,0.0174964,-32.8837,-32.7755,1,2.53893,Noise,NA,0.0321429,0.0321429,"1,4,26,52,156,260,520","0.025,0.025,0.025,0.025,0.025,0.075,0.025",R_3fW6hojBSuO6trC
192,3.43402,0.0218516,-29.7718,-29.6636,2.54E-111,2.41E-33,Success: relative step is no more than EpsX,1.30531,0.0231454,-28.9664,-28.8583,1.70E-111,1.61E-33,Success: relative step is no more than EpsX,0.0250001,1,4.16E-07,-179.984,-179.821,1.06E-78,1,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,3.47E-18,-539.079,-538.97,1,9.47E+77,Noise,NA,0.025,0.025,"1,4,26,52,156,260,520","0.025,0.025,0.025,0.025,0.025,0.025,0.025",R_3nOzzYsqUNTMXYk
193,-4.52415,0.388611,10.5245,10.6327,3.18241,0.403787,Success: relative step is no more than EpsX,-5.31984,0.390938,10.6081,10.7162,3.05218,0.387264,Success: relative step is no more than EpsX,0.814948,0.996375,0.371556,11.8421,12.0043,1.64682,0.20895,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.552143,0.458498,12.8398,12.9479,1,0.126881,Hyperbolic (f),4.52415,0.334427,0.69904,"1,4,26,52,156,260,520","0.98,0.98,0.025,0.85,0.98,0.025,0.025",R_2TFuhsmEvavUCnU
194,-9.40748,0.222604,2.72389,2.83207,0.221683,0.269929,Success: relative step is no more than EpsX,-9.43949,0.222614,2.72451,2.83269,0.221614,0.269846,Success: relative step is no more than EpsX,0.867143,1,0.1795,1.65678,1.81905,0.377964,0.460224,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.867143,0.1795,-0.289127,-0.180947,1,1.21764,Noise,NA,0.867143,0.867143,"1,4,26,52,156,260,520","0.45,0.85,0.98,0.85,0.98,0.98,0.98",R_b7n2oOCmpt3icJb
195,-1.76042,0.24911,4.29892,4.4071,7.88374,0.266545,Success: relative step is no more than EpsX,-2.46961,0.240347,3.79757,3.90575,10.1298,0.342482,Success: relative step is no more than EpsX,0.698815,0.948262,0.205239,3.53274,3.69501,11.564,0.390973,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.207857,0.334577,8.42853,8.53671,1,0.0338095,Beta-Delta (f),1.84083,0.0240342,0.269335,"1,4,26,52,156,260,520","0.35,0.98,0.025,0.025,0.025,0.025,0.025",R_2ygu4wB02xIEn7b
196,-0.958475,0.117049,-6.2753,-6.16712,33.3638,0.345949,Success: relative step is no more than EpsX,-1.19286,0.153137,-2.51299,-2.40481,5.08511,0.0527275,Success: relative step is no more than EpsX,0.482556,0.988087,0.094125,-7.38098,-7.21871,57.9924,0.601323,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.193188,0.739646,0.847826,1,0.010369,Beta-Delta (f),nan,0.0765048,0.297735,"1,4,26,52,156,260,520","0.65,0.35,0.25,0.25,0.15,0.075,0.025",R_22Flk3kKZ1076Vi
197,-2.3425,0.157097,-2.15552,-2.04734,6.45169,0.717769,Success: relative step is no more than EpsX,-2.88179,0.20231,1.38561,1.49379,1.09831,0.12219,Success: relative step is no more than EpsX,0.723567,0.974574,0.169399,0.845909,1.00818,1.43853,0.160041,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.378571,0.205039,1.57316,1.68134,1,0.111253,Hyperbolic (f),2.3425,0.0769891,0.386072,"1,4,26,52,156,260,520","0.75,0.65,0.25,0.25,0.25,0.25,0.25",R_12D4nBAexIYQANz
198,-2.85885,0.135752,-4.20005,-4.09187,214.952,0.80744,Success: relative step is no more than EpsX,-3.19822,0.174529,-0.682323,-0.574143,37.0235,0.139074,Success: relative step is no more than EpsX,0.970597,0.962073,0.174097,1.22887,1.39114,14.2386,0.0534854,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434286,0.292372,6.54078,6.64896,1,0.00375637,Hyperbolic (f),2.85885,0.113327,0.460776,"1,4,26,52,156,260,520","0.94,0.85,0.25,0.25,0.25,0.25,0.25",R_2dK2CP0xDxrXamO
199,-2.06864,0.118647,-6.08549,-5.97731,5266.93,0.0114392,Success: relative step is no more than EpsX,-2.56742,0.0656884,-14.3627,-14.2545,330316,0.717407,Success: relative step is no more than EpsX,1,0.926137,0.0656884,-12.4168,-12.2545,124848,0.271154,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279286,0.403559,11.0529,11.1611,1,2.17E-06,Exponential (f),2.56742,0.0232554,0.330276,"1,4,26,52,156,260,520","0.98,0.85,0.025,0.025,0.025,0.025,0.025",R_2aK4dXKbKxsiQcJ
200,-3.44407,0.0399692,-21.3181,-21.2099,5.71E+06,0.938702,Success: relative step is no more than EpsX,-3.93904,0.0617893,-15.2194,-15.1112,270798,0.0444848,Success: relative step is no more than EpsX,1,0.980721,0.0617893,-13.2735,-13.1112,102352,0.0168137,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.451429,0.368982,9.79887,9.90705,1,1.64E-07,Hyperbolic (f),3.44407,0.17116,0.54639,"1,4,26,52,156,260,520","0.98,0.98,0.55,0.35,0.15,0.075,0.075",R_1lua8Y7O6YQuAhk
201,-3.68981,0.12374,-5.49704,-5.38886,4289.86,0.213148,Success: relative step is no more than EpsX,-4.15745,0.107491,-7.46793,-7.35975,11492.6,0.571025,Success: relative step is no more than EpsX,1,0.984475,0.107491,-5.52202,-5.35975,4343.78,0.215827,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.472857,0.408725,11.231,11.3392,1,4.97E-05,Exponential (f),4.15745,0.12119,0.574974,"1,4,26,52,156,260,520","0.98,0.98,0.85,0.25,0.15,0.075,0.025",R_1Qn0Ugt8glpxXMl
202,-4.42234,0.222161,2.69601,2.80419,197.151,0.112367,Success: relative step is no more than EpsX,-4.82191,0.173113,-0.796354,-0.688174,1130.2,0.644163,Success: relative step is no more than EpsX,1,0.99198,0.173113,1.14956,1.31183,427.176,0.243471,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.570714,0.472602,13.2639,13.3721,1,0.000569954,Exponential (f),4.82191,0.233756,0.679538,"1,4,26,52,156,260,520","0.98,0.98,0.98,0.98,0.025,0.025,0.025",R_3oUhxnOBA5YsKbW
203,3.43402,0.0218516,-29.7718,-29.6636,2.54E-111,2.41E-33,Success: relative step is no more than EpsX,1.30531,0.0231454,-28.9664,-28.8583,1.70E-111,1.61E-33,Success: relative step is no more than EpsX,0.0250001,1,4.16E-07,-179.984,-179.821,1.06E-78,1,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,3.47E-18,-539.079,-538.97,1,9.47E+77,Noise,NA,0.025,0.025,"1,4,26,52,156,260,520","0.025,0.025,0.025,0.025,0.025,0.025,0.025",R_phoglLoEKybye9r
204,-2.15008,0.132738,-4.51435,-4.40617,2971.26,0.0234758,Success: relative step is no more than EpsX,-2.63577,0.0815815,-11.3292,-11.221,89694.4,0.708672,Success: relative step is no more than EpsX,1,0.930844,0.0815815,-9.38328,-9.22101,33901.3,0.267853,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.287857,0.416034,11.4791,11.5873,1,7.90E-06,Exponential (f),2.63577,0.0250272,0.340425,"1,4,26,52,156,260,520","0.98,0.91,0.025,0.025,0.025,0.025,0.025",R_3O1RiubFJp7WhZL
205,-3.05461,0.0832115,-11.0522,-10.944,35191.5,0.844372,Success: relative step is no more than EpsX,-3.48281,0.110916,-7.02876,-6.92058,4707.11,0.112941,Success: relative step is no more than EpsX,1,0.969747,0.110916,-5.08285,-4.92058,1779.12,0.0426876,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415714,0.371257,9.8849,9.99308,1,2.40E-05,Hyperbolic (f),3.05461,0.130512,0.489411,"1,4,26,52,156,260,520","0.98,0.98,0.35,0.25,0.25,0.075,0.025",R_1duDZJe4cReM5lQ
206,-2.73265,0.117001,-6.28107,-6.17289,664.103,0.815665,Success: relative step is no more than EpsX,-3.41845,0.161732,-1.74843,-1.64025,68.863,0.0845789,Success: relative step is no more than EpsX,0.797282,0.980632,0.137465,-2.07852,-1.91625,81.2203,0.0997564,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375714,0.296051,6.71581,6.82399,1,0.00122822,Hyperbolic (f),2.73265,0.103299,0.442375,"1,4,26,52,156,260,520","0.98,0.55,0.45,0.25,0.25,0.075,0.075",R_5o8XcpUouq6ePi9
207,-1.03489,0.114538,-6.57893,-6.47075,1658.87,0.122569,Success: relative step is no more than EpsX,-1.36676,0.0905153,-9.87435,-9.76617,8617.96,0.636759,Success: relative step is no more than EpsX,1,0.774971,0.0905153,-7.92844,-7.76617,3257.28,0.240672,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.193571,0.330311,8.24885,8.35703,1,7.39E-05,Exponential (f),1.36676,0.00585727,0.164557,"1,4,26,52,156,260,520","0.98,0.25,0.025,0.025,0.025,0.025,0.025",R_2AYHAuEXjdgk4qS
208,-2.98226,0.142863,-3.48518,-3.377,288.646,0.767866,Success: relative step is no more than EpsX,-3.27418,0.177432,-0.451366,-0.343186,63.3258,0.168461,Success: relative step is no more than EpsX,1,0.96286,0.177432,1.49454,1.65681,23.9349,0.0636725,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.452857,0.320923,7.84522,7.9534,1,0.00266023,Hyperbolic (f),2.98226,0.123922,0.478819,"1,4,26,52,156,260,520","0.98,0.94,0.25,0.25,0.25,0.25,0.25",R_2c0LkbkcgULPMJ3
