Series,Mazur.lnk,Mazur.RMSE,Mazur.BIC,Mazur.AIC,Mazur.BF,Mazur.prob,Mazur.notes,exp.lnk,exp.RMSE,exp.BIC,exp.AIC,exp.BF,exp.prob,exp.notes,BD.beta,BD.delta,BD.RMSE,BD.BIC,BD.AIC,BD.BF,BD.prob,BD.notes,MG.lnk,MG.s,MG.RMSE,MG.BIC,MG.AIC,MG.BF,MG.prob,MG.notes,Rachlin.lnk,Rachlin.s,Rachlin.RMSE,Rachlin.BIC,Rachlin.AIC,Rachlin.BF,Rachlin.prob,Rachlin.notes,Loewenstein-Prelec.lnk,Loewenstein-Prelec.beta,Loewenstein-Prelec.RMSE,Loewenstein-Prelec.BIC,Loewenstein-Prelec.AIC,Loewenstein-Prelec.BF,Loewenstein-Prelec.prob,Loewenstein-Prelec.notes,EbertPrelec.lnk,EbertPrelec.s,EbertPrelec.RMSE,EbertPrelec.BIC,EbertPrelec.AIC,EbertPrelec.BF,EbertPrelec.prob,EbertPrelec.notes,Bleichrodt.lnk,Bleichrodt.s,Bleichrodt.beta,Bleichrodt.RMSE,Bleichrodt.BIC,Bleichrodt.AIC,Bleichrodt.BF,Bleichrodt.prob,Bleichrodt.notes,Parabolic.lnk,Parabolic.RMSE,Parabolic.BIC,Parabolic.AIC,Parabolic.BF,Parabolic.prob,Parabolic.notes,Power.lnk,Power.lns,Power.RMSE,Power.BIC,Power.AIC,Power.BF,Power.prob,Power.notes,noise.mean,noise.RMSE,noise.BIC,noise.AIC,noise.BF,noise.prob,probmodel,probmodel.ED50,probmodel.AUC,probmodel.Log10AUC,delays,values,ResponseId
80,0.0545849,0.0299095,-25.3771,-25.269,106175,0.160988,Success: relative step is no more than EpsX,-0.533354,0.0738832,-12.7168,-12.6086,189.178,0.00028684,Success: relative step is no more than EpsX,0.543323,0.825799,0.0205609,-28.6782,-28.516,553159,0.838725,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117857,0.156247,-2.23144,-2.12326,1,1.51625e-6,Beta-Delta (f),-0.834394,0.00451663,0.10936,"1,4,26,52,156,260,520","0.45,0.25,0.025,0.025,0.025,0.025,0.025",R_1ffsjBhl9V7FwMB
81,3.43402,0.0218516,-29.7718,-29.6636,2.54354e-111,2.40938e-33,Success: relative step is no more than EpsX,1.30531,0.0231454,-28.9664,-28.8583,1.70045e-111,1.61075e-33,Success: relative step is no more than EpsX,0.0250001,1,4.16285e-7,-179.984,-179.821,1.05568e-78,1,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,3.46945e-18,-539.079,-538.97,1,9.47253e+77,Noise,NA,0.025,0.025,"1,4,26,52,156,260,520","0.025,0.025,0.025,0.025,0.025,0.025,0.025",R_2TB3SoH2xBXtvdk
82,-1.68848,0.119203,-6.02003,-5.91185,330.683,0.798024,Success: relative step is no more than EpsX,-1.78868,0.151853,-2.63083,-2.52265,60.7376,0.146576,Success: relative step is no more than EpsX,1,0.846047,0.151853,-0.684923,-0.522653,22.9567,0.0554003,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.273025,5.58229,5.69047,1,0.00241326,Hyperbolic (f),1.68848,0.0459397,0.295452,"1,4,26,52,156,260,520","0.94,0.45,0.15,0.25,0.15,0.15,0.15",R_3NyaZntPPup52sA
83,-0.679895,0.167512,-1.25681,-1.14863,125.759,0.138627,Success: relative step is no more than EpsX,-1.01629,0.135084,-4.26908,-4.1609,567.08,0.625106,Success: relative step is no more than EpsX,1,0.696328,0.135084,-2.32317,-2.1609,214.336,0.236268,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.161429,0.33418,8.41192,8.5201,1,0.00110232,Exponential (f),1.01629,0.00370696,0.123241,"1,4,26,52,156,260,520","0.98,0.025,0.025,0.025,0.025,0.025,0.025",R_2anp5FkISP09rYw
84,-4.4587,0.198619,1.12783,1.23601,3.69911,0.635939,Success: relative step is no more than EpsX,-5.44184,0.255359,4.64577,4.75395,0.637071,0.109523,Success: relative step is no more than EpsX,0.739641,0.99824,0.197,2.95914,3.12141,1.48059,0.254537,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.601429,0.23943,3.74402,3.8522,1,0.171917,Hyperbolic (f),4.4587,0.322416,0.690224,"1,4,26,52,156,260,520","0.98,0.98,0.45,0.45,0.45,0.45,0.45",R_cGQuZFV3ZaCTOed
85,-0.648208,0.135678,-4.20767,-4.09949,305.44,0.0959832,Success: relative step is no more than EpsX,-1.01367,0.1031,-8.0518,-7.94362,2087.7,0.656052,Success: relative step is no more than EpsX,1,0.695667,0.1031,-6.10589,-5.94362,789.078,0.247964,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158571,0.307254,7.23584,7.34402,1,0.000314246,Exponential (f),1.01367,0.00369375,0.12295,"1,4,26,52,156,260,520","0.91,0.075,0.025,0.025,0.025,0.025,0.025",R_1OOlGgsaUkApw4O
86,1.06119,0.0721471,-13.0497,-12.9415,0.709688,0.342043,Success: relative step is no more than EpsX,0.313171,0.0802082,-11.5668,-11.4587,0.338117,0.16296,Success: relative step is no more than EpsX,0.135449,0.997715,0.0595557,-13.7889,-13.6267,1.02705,0.494998,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103571,0.0686978,-13.7356,-13.6274,1,0.481962,Beta-Delta (f),nan,0.0791003,0.115749,"1,4,26,52,156,260,520","0.25,0.075,0.075,0.075,0.15,0.075,0.025",R_2Ejl6eZdUTAX4Kk
87,-0.0860641,0.0876821,-10.3196,-10.2114,600.658,0.00984658,Success: relative step is no more than EpsX,-0.609388,0.0475053,-18.8998,-18.7916,43833.5,0.718562,Success: relative step is no more than EpsX,1,0.580606,0.0475053,-16.9539,-16.7916,16567.5,0.271591,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114286,0.218704,2.47648,2.58466,1,1.6393e-5,Exponential (f),0.609388,0.00205763,0.081558,"1,4,26,52,156,260,520","0.65,0.025,0.025,0.025,0.025,0.025,0.025",R_3EzCXaPoMh7Obbk
88,3.43402,0.0218516,-29.7718,-29.6636,2.54354e-111,2.40938e-33,Success: relative step is no more than EpsX,1.30531,0.0231454,-28.9664,-28.8583,1.70045e-111,1.61075e-33,Success: relative step is no more than EpsX,0.0250001,1,4.16285e-7,-179.984,-179.821,1.05568e-78,1,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,3.46945e-18,-539.079,-538.97,1,9.47253e+77,Noise,NA,0.025,0.025,"1,4,26,52,156,260,520","0.025,0.025,0.025,0.025,0.025,0.025,0.025",R_1Nq6gRu4RwUbDKn
89,-0.475145,0.133728,-4.41035,-4.30217,218.512,0.0729891,Success: relative step is no more than EpsX,-0.87888,0.0973694,-8.85245,-8.74427,2014.02,0.672739,Success: relative step is no more than EpsX,1,0.660176,0.0973694,-6.90654,-6.74427,761.228,0.254272,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142857,0.28869,6.36333,6.47151,1,0.000334028,Exponential (f),0.87888,0.00306327,0.108332,"1,4,26,52,156,260,520","0.85,0.025,0.025,0.025,0.025,0.025,0.025",R_3JztzTbQuDmhwxU
90,3.43402,0.0218516,-29.7718,-29.6636,2.54354e-111,2.40938e-33,Success: relative step is no more than EpsX,1.30531,0.0231454,-28.9664,-28.8583,1.70045e-111,1.61075e-33,Success: relative step is no more than EpsX,0.0250001,1,4.16285e-7,-179.984,-179.821,1.05568e-78,1,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,3.46945e-18,-539.079,-538.97,1,9.47253e+77,Noise,NA,0.025,0.025,"1,4,26,52,156,260,520","0.025,0.025,0.025,0.025,0.025,0.025,0.025",R_w4YaLWU3qyZnnln
91,-3.76058,0.238692,3.70083,3.80901,0.388842,0.330244,Success: relative step is no more than EpsX,-3.96279,0.295588,6.69394,6.80212,0.0870621,0.0739419,Success: relative step is no more than EpsX,0.594766,0.998795,0.190925,2.52064,2.68291,0.701536,0.595815,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.511429,0.208562,1.81167,1.91985,1,0.8493,Noise,NA,0.511429,0.511429,"1,4,26,52,156,260,520","0.98,0.55,0.45,0.45,0.25,0.45,0.45",R_2w4SS3OufTwUZSM
92,3.43402,0.0218516,-29.7718,-29.6636,2.54354e-111,2.40938e-33,Success: relative step is no more than EpsX,1.30531,0.0231454,-28.9664,-28.8583,1.70045e-111,1.61075e-33,Success: relative step is no more than EpsX,0.0250001,1,4.16285e-7,-179.984,-179.821,1.05568e-78,1,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,3.46945e-18,-539.079,-538.97,1,9.47253e+77,Noise,NA,0.025,0.025,"1,4,26,52,156,260,520","0.025,0.025,0.025,0.025,0.025,0.025,0.025",R_1kNVbboFw6FAocO
93,-6.11387,0.0511012,-17.8783,-17.7701,6745.89,0.810637,Success: relative step is no more than EpsX,-6.44272,0.0675422,-13.9731,-13.8649,957.262,0.115032,Success: relative step is no more than EpsX,0.963737,0.998559,0.062561,-13.0997,-12.9375,618.561,0.074331,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805714,0.180068,-0.244929,-0.13675,1,0.000120168,Hyperbolic (f),6.11387,0.664943,0.877937,"1,4,26,52,156,260,520","0.98,0.98,0.98,0.85,0.75,0.55,0.55",R_3PhODmbwmHM3yAF
94,-4.15876,0.273792,5.62152,5.7297,0.0654386,0.0951488,Success: relative step is no more than EpsX,-5.37329,0.325081,8.02541,8.13359,0.0196714,0.0286026,Success: relative step is no more than EpsX,0.585871,0.999182,0.173504,1.18111,1.34338,0.60264,0.876249,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.525714,0.185461,0.168238,0.276418,1,1.45402,Noise,NA,0.525714,0.525714,"1,4,26,52,156,260,520","0.98,0.45,0.45,0.45,0.45,0.45,0.45",R_12yAdFxSzd54U8e
95,-4.42579,0.0826049,-11.1546,-11.0465,10301.1,0.874411,Success: relative step is no more than EpsX,-5.04219,0.118898,-6.05589,-5.94771,804.831,0.068318,Success: relative step is no more than EpsX,0.908029,0.994723,0.106109,-5.70312,-5.54085,674.688,0.0572708,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.577143,0.309225,7.32538,7.43356,1,8.48849e-5,Hyperbolic (f),4.42579,0.316471,0.685762,"1,4,26,52,156,260,520","0.98,0.91,0.85,0.45,0.45,0.25,0.15",R_6zNMC8VQOGMLSw1
96,1.18077,0.0256563,-27.5246,-27.4164,2563.09,0.203326,Success: relative step is no more than EpsX,0.322787,0.0225774,-29.3143,-29.2061,6271.87,0.497538,Success: relative step is no more than EpsX,0.538608,0.464159,0.0211289,-28.2967,-28.1345,3770.85,0.299136,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0571429,0.0787336,-11.8266,-11.7185,1,7.93285e-5,Exponential (f),-0.322787,0.000350671,0.0191285,"1,4,26,52,156,260,520","0.25,0.025,0.025,0.025,0.025,0.025,0.025",R_1CC5JBNvF0Dg8FK
97,-0.70168,0.166603,-1.33302,-1.22484,124.039,0.160507,Success: relative step is no more than EpsX,-1.01644,0.137698,-4.00073,-3.89255,470.811,0.609227,Success: relative step is no more than EpsX,1,0.696366,0.137698,-2.05482,-1.89255,177.95,0.230266,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168571,0.331713,8.30818,8.41636,1,0.001294,Exponential (f),1.01644,0.00370772,0.123258,"1,4,26,52,156,260,520","0.98,0.025,0.075,0.025,0.025,0.025,0.025",R_3kN6uFw1V0bvx1C
98,-0.64149,0.156044,-2.24969,-2.14151,145.123,0.140092,Success: relative step is no more than EpsX,-0.976311,0.126055,-5.23754,-5.12936,646.456,0.624042,Success: relative step is no more than EpsX,1,0.686124,0.126055,-3.29163,-3.12936,244.337,0.235866,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162857,0.317736,7.70547,7.81365,1,0.000965328,Exponential (f),0.976311,0.00350947,0.118822,"1,4,26,52,156,260,520","0.94,0.025,0.075,0.025,0.025,0.025,0.025",R_1eOGz2zyqadkNJS
99,-3.18255,0.0569439,-16.3627,-16.2545,183058,0.806043,Success: relative step is no more than EpsX,-3.70911,0.0826114,-11.1536,-11.0454,13534.4,0.0595948,Success: relative step is no more than EpsX,0.887411,0.980474,0.0640084,-12.7795,-12.6172,30514.6,0.134362,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.321548,7.87242,7.9806,1,4.40322e-6,Hyperbolic (f),3.18255,0.142882,0.508149,"1,4,26,52,156,260,520","0.85,0.85,0.55,0.25,0.15,0.075,0.075",R_1g0yJonW6g1mnab
100,-4.06396,0.158165,-2.0607,-1.95252,118.28,0.755405,Success: relative step is no more than EpsX,-5.00266,0.208087,1.7798,1.88798,17.3364,0.11072,Success: relative step is no more than EpsX,0.813897,0.995778,0.176238,1.39999,1.56226,20.962,0.133875,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.540714,0.31278,7.48541,7.59359,1,0.00638658,Hyperbolic (f),4.06396,0.255576,0.635594,"1,4,26,52,156,260,520","0.98,0.98,0.45,0.45,0.45,0.45,0.025",R_6EHtZwDQiAODRM5
101,-1.91401,0.0596118,-15.7217,-15.6135,264152,0.140861,Success: relative step is no more than EpsX,-2.46804,0.0481994,-18.6968,-18.5886,1.16919e+6,0.623484,Success: relative step is no more than EpsX,1,0.918742,0.0481994,-16.7509,-16.5886,441914,0.235655,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275714,0.354717,9.24689,9.35507,1,5.3326e-7,Exponential (f),2.46804,0.0208873,0.315617,"1,4,26,52,156,260,520","0.98,0.65,0.15,0.025,0.075,0.025,0.025",R_sotmiR3ERfKyVdD
102,-0.917084,0.0921524,-9.6234,-9.51522,747.967,0.015752,Success: relative step is no more than EpsX,-1.5532,0.110077,-7.13508,-7.0269,215.551,0.00453945,Success: relative step is no more than EpsX,0.652495,0.923197,0.044452,-17.884,-17.7217,46520.4,0.979709,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.237171,3.61132,3.71949,1,2.10598e-5,Beta-Delta (f),1.2033,0.0145241,0.211587,"1,4,26,52,156,260,520","0.55,0.55,0.025,0.025,0.025,0.025,0.025",R_emqpK2zNeaE3qjT
103,-1.93462,0.104587,-7.85138,-7.7432,1286.21,0.0707633,Success: relative step is no more than EpsX,-2.71421,0.115912,-6.41196,-6.30378,626.25,0.0344542,Success: relative step is no more than EpsX,0.769134,0.957306,0.0633427,-12.9259,-12.7636,16263.8,0.894782,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257143,0.290847,6.46754,6.57572,1,5.50168e-5,Beta-Delta (f),2.28952,0.0325147,0.319507,"1,4,26,52,156,260,520","0.65,0.75,0.25,0.025,0.025,0.075,0.025",R_21hQsvlHXf1VgnM
104,1.75987,0.020201,-30.8714,-30.7632,223.154,0.598446,Success: relative step is no more than EpsX,0.639168,0.0230677,-29.0135,-28.9054,88.1419,0.236376,Success: relative step is no more than EpsX,0.272566,0.550324,0.0211288,-28.2968,-28.1345,61.5933,0.165179,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0428571,0.0437409,-20.0556,-19.9475,1,0.00268176,Hyperbolic (f),-1.75987,0.00202083,0.0253345,"1,4,26,52,156,260,520","0.15,0.025,0.025,0.025,0.025,0.025,0.025",R_3G81A2kbqsEG3gL
105,-1.92003,0.0703937,-13.3942,-13.286,35489.8,0.0713865,Success: relative step is no more than EpsX,-2.55529,0.0721861,-13.0421,-12.934,29762.3,0.0598658,Success: relative step is no more than EpsX,0.849168,0.944936,0.0428677,-18.392,-18.2298,431899,0.868748,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257143,0.314448,7.55985,7.66803,1,2.01146e-6,Beta-Delta (f),2.23553,0.0272972,0.319051,"1,4,26,52,156,260,520","0.75,0.75,0.15,0.075,0.025,0.025,0.025",R_1GC5VqTCyEc43wW
106,-0.949256,0.0325235,-24.2041,-24.0959,1.74506e+6,0.980568,Success: relative step is no more than EpsX,-1.32116,0.059757,-15.6876,-15.5794,24687.2,0.013872,Success: relative step is no more than EpsX,0.958338,0.780302,0.0592579,-13.8591,-13.6969,9895.13,0.00556019,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.192857,0.253446,4.54048,4.64866,1,5.61912e-7,Hyperbolic (f),0.949256,0.0248042,0.20331,"1,4,26,52,156,260,520","0.75,0.35,0.15,0.025,0.025,0.025,0.025",R_3EDUpFceJJaYkNJ
107,2.06575,0.0511983,-17.8517,-17.7436,0.364275,0.0533928,Success: relative step is no more than EpsX,0.950446,0.0604926,-15.5163,-15.4082,0.113319,0.0166095,Success: relative step is no more than EpsX,0.116386,0.964418,0.0296214,-23.5667,-23.4045,6.34496,0.929998,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.0443203,-19.8714,-19.7632,1,0.146573,Beta-Delta (f),nan,0.00596935,0.0516725,"1,4,26,52,156,260,520","0.075,0.15,0.025,0.025,0.025,0.025,0.025",R_1kHVPFh8u0lhIjF
108,-1.0347,0.204803,1.55704,1.66522,3.66013,0.519463,Success: relative step is no more than EpsX,-1.12876,0.214659,2.21506,2.32324,2.63396,0.373824,Success: relative step is no more than EpsX,0.424679,0.997205,0.223441,4.72236,4.88463,0.751895,0.106712,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315714,0.24651,4.15204,4.26022,1,0.141925,Hyperbolic (f),1.0347,0.0266812,0.213205,"1,4,26,52,156,260,520","0.91,0.15,0.25,0.25,0.25,0.25,0.15",R_DovP8M1UgEzEXiF
109,3.43402,0.0218516,-29.7718,-29.6636,2.54354e-111,2.40938e-33,Success: relative step is no more than EpsX,1.30531,0.0231454,-28.9664,-28.8583,1.70045e-111,1.61075e-33,Success: relative step is no more than EpsX,0.0250001,1,4.16285e-7,-179.984,-179.821,1.05568e-78,1,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,3.46945e-18,-539.079,-538.97,1,9.47253e+77,Noise,NA,0.025,0.025,"1,4,26,52,156,260,520","0.025,0.025,0.025,0.025,0.025,0.025,0.025",R_1GB2oZ9FRV6rAk2
110,3.43402,0.0218516,-29.7718,-29.6636,2.54354e-111,2.40938e-33,Success: relative step is no more than EpsX,1.30531,0.0231454,-28.9664,-28.8583,1.70045e-111,1.61075e-33,Success: relative step is no more than EpsX,0.0250001,1,4.16285e-7,-179.984,-179.821,1.05568e-78,1,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,3.46945e-18,-539.079,-538.97,1,9.47253e+77,Noise,NA,0.025,0.025,"1,4,26,52,156,260,520","0.025,0.025,0.025,0.025,0.025,0.025,0.025",R_sUsIhuYmd8p7avv
111,-2.60188,0.0502048,-18.1261,-18.0179,745966,0.923367,Success: relative step is no more than EpsX,-3.18058,0.0758288,-12.3529,-12.2447,41600.2,0.0514933,Success: relative step is no more than EpsX,0.95253,0.962491,0.0731063,-10.9189,-10.7566,20309.6,0.0251395,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.347857,0.346501,8.9188,9.02698,1,1.23781e-6,Hyperbolic (f),2.60188,0.0937226,0.423386,"1,4,26,52,156,260,520","0.91,0.85,0.25,0.25,0.075,0.075,0.025",R_2BeWjafE3TQ0pj0
112,-0.778435,0.054728,-16.9184,-16.8102,9799.6,0.937151,Success: relative step is no more than EpsX,-1.191,0.0890268,-10.1065,-9.99831,325.111,0.0310909,Success: relative step is no more than EpsX,0.601045,0.938147,0.0772394,-10.149,-9.98669,332.089,0.0317582,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.207143,0.203415,1.46184,1.57002,1,9.56315e-5,Hyperbolic (f),0.778435,0.0214102,0.184222,"1,4,26,52,156,260,520","0.65,0.35,0.15,0.075,0.075,0.075,0.075",R_3GeNAxYyY5Gnei8
113,-4.05568,0.0883583,-10.212,-10.1038,21747.2,0.0751734,Success: relative step is no more than EpsX,-4.57969,0.0656256,-14.3761,-14.2679,174430,0.602951,Success: relative step is no more than EpsX,0.963393,0.990425,0.0624671,-13.1207,-12.9585,93116.4,0.321875,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.507857,0.368024,9.76247,9.87065,1,3.4567e-6,Exponential (f),4.57969,0.185008,0.641515,"1,4,26,52,156,260,520","0.98,0.85,0.85,0.55,0.15,0.15,0.025",R_A4D0KAM1D5vDTd7
114,-0.799928,0.119702,-5.96149,-5.85331,567.971,0.158682,Success: relative step is no more than EpsX,-1.12728,0.0987424,-8.65641,-8.54823,2185.34,0.610551,Success: relative step is no more than EpsX,1,0.723315,0.0987424,-6.7105,-6.54823,825.982,0.230767,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.190714,0.296195,6.72265,6.83083,1,0.000279385,Exponential (f),1.12728,0.00430262,0.135842,"1,4,26,52,156,260,520","0.91,0.15,0.075,0.025,0.075,0.075,0.025",R_2dG4juMS6FBWqRW
115,0.482334,0.25364,4.55119,4.65937,0.0171296,0.0151185,Success: relative step is no more than EpsX,0.0189379,0.261619,4.98484,5.09302,0.0137906,0.0121714,Success: relative step is no more than EpsX,0.320259,0.998258,0.121759,-3.77715,-3.61488,1.10211,0.97271,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257143,0.141872,-3.5827,-3.47452,1,0.882592,Beta-Delta (f),nan,0.210368,0.282639,"1,4,26,52,156,260,520","0.35,0.075,0.35,0.45,0.35,0.15,0.075",R_U9gMXe1uyjQCAaR
116,-0.679895,0.167512,-1.25681,-1.14863,125.759,0.138627,Success: relative step is no more than EpsX,-1.01629,0.135084,-4.26908,-4.1609,567.08,0.625106,Success: relative step is no more than EpsX,1,0.696328,0.135084,-2.32317,-2.1609,214.336,0.236268,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.161429,0.33418,8.41192,8.5201,1,0.00110232,Exponential (f),1.01629,0.00370696,0.123241,"1,4,26,52,156,260,520","0.98,0.025,0.025,0.025,0.025,0.025,0.025",R_RQzG80vYnsrJqXD
117,3.43402,0.0218516,-29.7718,-29.6636,2.54354e-111,2.40938e-33,Success: relative step is no more than EpsX,1.30531,0.0231454,-28.9664,-28.8583,1.70045e-111,1.61075e-33,Success: relative step is no more than EpsX,0.0250001,1,4.16285e-7,-179.984,-179.821,1.05568e-78,1,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,3.46945e-18,-539.079,-538.97,1,9.47253e+77,Noise,NA,0.025,0.025,"1,4,26,52,156,260,520","0.025,0.025,0.025,0.025,0.025,0.025,0.025",R_2wABp7psKzAVojN
118,-2.69844,0.0787134,-11.8302,-11.722,77451.5,0.273102,Success: relative step is no more than EpsX,-3.25599,0.071648,-13.1469,-13.0387,149603,0.527515,Success: relative step is no more than EpsX,1,0.962191,0.071648,-11.201,-11.0387,56544.5,0.199382,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.356429,0.39308,10.6846,10.7928,1,3.52611e-6,Exponential (f),3.25599,0.0481006,0.434445,"1,4,26,52,156,260,520","0.98,0.94,0.25,0.25,0.025,0.025,0.025",R_1mmfh3nETCEyF5D
119,-3.13298,0.150394,-2.76595,-2.65777,749.31,0.163277,Success: relative step is no more than EpsX,-3.68873,0.125863,-5.25885,-5.15067,2606.08,0.567873,Success: relative step is no more than EpsX,0.935438,0.977329,0.121879,-3.76336,-3.60109,1233.8,0.26885,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.371429,0.387167,10.4724,10.5805,1,0.000217903,Exponential (f),3.68873,0.0751568,0.501511,"1,4,26,52,156,260,520","0.85,0.85,0.75,0.075,0.025,0.025,0.025",R_3MnC0dWvdb17l1a
120,1.75987,0.020201,-30.8714,-30.7632,223.154,0.598446,Success: relative step is no more than EpsX,0.639168,0.0230677,-29.0135,-28.9054,88.1419,0.236376,Success: relative step is no more than EpsX,0.272566,0.550324,0.0211288,-28.2968,-28.1345,61.5933,0.165179,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0428571,0.0437409,-20.0556,-19.9475,1,0.00268176,Hyperbolic (f),-1.75987,0.00202083,0.0253345,"1,4,26,52,156,260,520","0.15,0.025,0.025,0.025,0.025,0.025,0.025",R_3Pz2WrLAIQbh9IK
