"ResponseId","Q22_1","Q22_2","Q22_3","Q22_4","Q22_5","Q22_6","Q22_7","Q22_8","Q22_9","Q22_10","Q22_11","Q22_12","Q22_13","Q22_14","Q22_15","Q22_16","Q22_17","Q22_18","Q22_19","Q22_20","Q22_21","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q24_6","Q24_7","Q24_8","Q24_9","Q24_10","Q24_11","Q24_12","Q24_13","Q24_14","Q24_15","Q24_16","Q24_17","Q24_18","Q24_19","Q24_20","Q24_21","Q25_1","Q25_2","Q25_3","Q25_4","Q25_5","Q25_6","Q25_7","Q25_8","Q25_9","Q25_10","Q25_11","Q25_12","Q25_13","Q25_14","Q25_15","Q25_16","Q25_17","Q25_18","Q25_19","Q25_20","Q25_21","Q26_1","Q26_2","Q26_3","Q26_4","Q26_5","Q26_6","Q26_7","Q26_8","Q26_9","Q26_10","Q26_11","Q26_12","Q26_13","Q26_14","Q26_15","Q26_16","Q26_17","Q26_18","Q26_19","Q26_20","Q26_21","condition","FSC","age","meanstress"
"R_1lzaeQkxRCg4Fuk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iva",NA,44,3.333333333
"R_1mCNvbj1kil8V3n",2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"iva",5,38,7
"R_1mgxBdD1E8kJlim",1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,2,1,1,1,2,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,"iva",5.25,48,6.666666667
"R_1mmfh3nETCEyF5D",2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,"iva",5.75,55,6.333333333
"R_1mmjZRiMUx22gn9",2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"control",6.5,44,2.5
"R_1NE7Pkq0fNtU8nD",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",4,33,6.5
"R_1Nq6gRu4RwUbDKn",2,1,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"iva",3,32,5.166666667
"R_1Nzjv56URkezpJq",2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"control",4,48,6.666666667
"R_1o13zkQuqNwQO6O",1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,"control",6,48,4.833333333
"R_1odRy7nWgtlkQ1g",2,2,1,2,1,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"control",3.5,37,3.166666667
"R_1oG7PlXRb0DjmQe",2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"iva",3.75,52,5.833333333
"R_1OOlGgsaUkApw4O",2,1,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",4,26,5.666666667
"R_1OUFP1HaiTpi5Ss",1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,1,2,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,2,2,"control",5.5,56,1.833333333
"R_1OvKideoQNveW4g",1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,"control",5.25,24,2.666666667
"R_1OZfMklWKMVg17y",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iva",4.5,33,4.833333333
"R_1P0KfeSkQ1C4x3r",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,NA,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,NA,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,NA,2,2,"iva",NA,NA,5.833333333
"R_1PdFEJpxyinaynA",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,2,1,2,2,"control",6.75,41,4
"R_1PSDoSe35ThL5N7",1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,"iva",3,54,4
"R_1PTcYBF1GahaH3v",1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",4,47,5.333333333
"R_1Q3IrBuHJYeP9Zf",2,1,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"control",4.75,38,2.5
"R_1qgktzUFXbYi82n",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",3,29,5.666666667
"R_1rrKPh61IUQOtT7",1,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"control",6,46,1.166666667
"R_21FLKWOEdzNF2qh",2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"control",5,33,3.166666667
"R_21hQsvlHXf1VgnM",1,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",1.75,26,6.5
"R_22kNDkseKYUqEx2",2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"control",4,26,2.833333333
"R_232MzJmPOCf6ZH3",2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",1.75,60,5.5
"R_237yvaSempEasMH",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",1,46,6.333333333
"R_23gzH3PS7qMXmgB",2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"control",3.5,74,1.666666667
"R_242upSbUdpgJ9Od",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",4.25,39,5.666666667
"R_246Ed48f5ae2UnG",2,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"control",5.75,44,4
"R_24IuXeomfc0aT2g",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,1,2,"control",4.75,50,5.333333333
"R_24OhAk6EU6hNP2e",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,"control",6.25,64,1.833333333
"R_24uzmSZ5f2K77fI",2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"control",6,40,5.166666667
"R_25zuWT9X6O1AMHY",1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",6.25,49,2.5
"R_27d8hctgU4Mjzvw",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,"control",7,29,6
"R_27qY6jTmb2knv8S",1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"control",6,40,1
"R_27r2uxAMMiiaME5",2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"iva",NA,38,7
"R_28P8j4zOG0WpqFC",1,1,1,2,1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,2,2,"control",3.5,36,4.5
"R_294CxSP1ZNs14eN",1,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"control",2.25,29,4.166666667
"R_2anp5FkISP09rYw",2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",4.75,30,4.666666667
"R_2B5U5GvqCmY3XG9",2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",4.25,47,5.833333333
"R_2BeWJ43G1saUBk1",2,2,1,2,1,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"iva",4.5,39,6.166666667
"R_2BeWjafE3TQ0pj0",1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,2,1,2,2,"iva",5,72,6.5
"R_2BgmwkHzN1Vd02Z",1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,NA,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,"iva",NA,42,5.833333333
"R_2BnVIygKi7iDwvw",2,1,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",3.5,55,5
"R_2CNtkaRhtYgom3F",2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"control",2.5,50,7
"R_2dG4juMS6FBWqRW",1,2,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",3,47,5.5
"R_2DSQFTppqut3zAk",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"control",3.75,46,4.166666667
"R_2DSRgTwFHya3AKb",1,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"control",4.5,48,6.333333333
"R_2DSVHXcsOcMdUWm",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",3.5,43,7
"R_2dsXTdSB5FBa0o9",1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,"iva",4.75,56,4.5
"R_2DYbC8s1s4ESLDw",1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"control",6,57,5
"R_2EclPz1tTfNkm4e",2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",3.75,27,6.333333333
"R_2Ejl6eZdUTAX4Kk",1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"iva",3.75,23,3.833333333
"R_2ePeo3SGnB8zOkn",2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",4.25,60,7
"R_2fwyhSOm2W9F22q",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,"control",6.25,49,1.833333333
"R_2pPoROkDdu63dQi",2,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"control",5.75,26,6.666666667
"R_2PzJmEmhAX8ETBl",2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,1,2,1,2,2,"control",4.75,69,1.666666667
"R_2q41xG5glLsJM74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iva",4.25,52,5.333333333
"R_2qfOzix9SBhiwza",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,"control",5.25,37,4.666666667
"R_2QQFSSm4NeIL8O1",1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"control",4.75,51,5.166666667
"R_2R7XzIw1LZuxQ33",1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,"iva",3.25,48,3.666666667
"R_2SICjBDd8MKUvrS",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iva",1,34,6.5
"R_2SuxtIBHsPjz0Xo",2,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,"control",6.5,61,5.333333333
"R_2TB3SoH2xBXtvdk",2,1,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",3.5,48,5.666666667
