"ResponseId","Q22_1","Q22_2","Q22_3","Q22_4","Q22_5","Q22_6","Q22_7","Q22_8","Q22_9","Q22_10","Q22_11","Q22_12","Q22_13","Q22_14","Q22_15","Q22_16","Q22_17","Q22_18","Q22_19","Q22_20","Q22_21","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q24_6","Q24_7","Q24_8","Q24_9","Q24_10","Q24_11","Q24_12","Q24_13","Q24_14","Q24_15","Q24_16","Q24_17","Q24_18","Q24_19","Q24_20","Q24_21","Q25_1","Q25_2","Q25_3","Q25_4","Q25_5","Q25_6","Q25_7","Q25_8","Q25_9","Q25_10","Q25_11","Q25_12","Q25_13","Q25_14","Q25_15","Q25_16","Q25_17","Q25_18","Q25_19","Q25_20","Q25_21","Q26_1","Q26_2","Q26_3","Q26_4","Q26_5","Q26_6","Q26_7","Q26_8","Q26_9","Q26_10","Q26_11","Q26_12","Q26_13","Q26_14","Q26_15","Q26_16","Q26_17","Q26_18","Q26_19","Q26_20","Q26_21","condition","FSC","age","meanstress"
"R_2tLMZe9Sxy6V081",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"control",5.5,46,4.166666667
"R_2TphljiEjEw34ZI",1,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",5.5,34,6.333333333
"R_2TWZKdbSfKHSuiV",2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"control",4,34,7
"R_2Ui1K4S4tB0t77R",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,"control",6,46,1.333333333
"R_2uQi8fwA3c3dPNG",2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"control",3.75,37,6
"R_2uvPvwFA0ILVOVi",2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"control",5,49,5
"R_2v24NIoxS2E1WAR",1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"iva",4,46,7
"R_2VEL8akmmcGWqVV",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"control",4.75,42,2.333333333
"R_2VEWixL7BoC8ATX",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"control",3.5,38,3.666666667
"R_2VkHLNmwKZwrOgj",1,2,2,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"control",5.5,45,3
"R_2VQsHGzH3FoAe03",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"control",6,24,5
"R_2w1CMyMalhYubRj",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"control",3.75,23,5
"R_2w4SS3OufTwUZSM",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,"iva",4,26,7
"R_2wABp7psKzAVojN",2,1,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",4.5,45,6.666666667
"R_2wBpOfk3SPfi9OE",1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"control",5.75,47,5.166666667
"R_2wGgMCu8s8YQ7Ft",1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",4.5,46,6.333333333
"R_2wslrys1MXtK2z3",1,2,2,2,1,2,1,1,2,2,1,1,2,1,NA,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,1,1,NA,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,"iva",5.25,28,2.5
"R_2X071JL8g96pdKR",1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"control",4.5,23,5.5
"R_2Xgqxi9zdn2BUmi",2,1,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",5.5,57,7
"R_2XniJlyFEawfkb9",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,"control",3,26,4.333333333
"R_2yd27phdSS1BOqk",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iva",4.75,51,6
"R_2YgPeujOD7ToqM2",2,1,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",5.25,48,6.333333333
"R_2ykALHb6m2o519X",1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,"control",3.25,36,5.833333333
"R_2YkRYzo7gaqL3nw",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"iva",4,46,4.833333333
"R_2YQWx9Yox2fhHF3",1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,2,"control",6,30,3.333333333
"R_2ZOBskfAolHn4hR",2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"control",4.75,23,5
"R_2ZTxAN9tKCJLIcn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iva",7,59,4
"R_300JPRSxrdma83o",2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"control",4.75,36,7
"R_301RbToEWHMcKah",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"iva",5.5,56,4.333333333
"R_30bYjii2EDI0zPe",1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"control",5.5,28,3.5
"R_30nOtcsbIE1IZbu",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"control",5.25,33,5.166666667
"R_31B2O9ElIawBZix",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,"iva",3.5,38,4
"R_31ge4oNpeKcEDcc",1,2,2,NA,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,NA,2,1,2,1,1,2,2,2,1,2,1,1,1,2,2,2,1,1,2,1,NA,2,NA,1,1,2,1,2,NA,2,2,1,2,1,1,"iva",4.5,34,5
"R_31mwRbIIdEZvFvG",1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"control",5.5,37,5.166666667
"R_31RuUrgRlSehZz5",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,2,2,"control",5.5,39,1
"R_31SM1j7OmFVXZcW",1,2,1,2,1,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"control",7,64,1.166666667
"R_31tHhvOAe8tq2FA",1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"control",6.5,70,1.666666667
"R_32ORfSabCQTWDHh",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,"iva",6.5,38,5.833333333
"R_338QkCLkGHd8gGH",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"iva",4.5,34,5.833333333
"R_33ElrAyQQKPYqDU",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,"control",6.5,59,1.666666667
"R_3D14VfHP1SQ0wnv",2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",5.75,68,5.833333333
"R_3Dj5K2zdSBuYb6u",1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"control",5,37,5.333333333
"R_3dT7C5XqeX3ZFAE",2,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,1,2,2,1,1,1,2,1,2,2,"control",5.75,42,5.166666667
"R_3EA3imTNqvprtbM",2,1,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,"control",5.25,27,2.333333333
"R_3Eb63B21TD8gqsX",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"iva",NA,41,4.833333333
"R_3EDUpFceJJaYkNJ",2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",4,37,6.333333333
"R_3EgN4diZMVGHJ04",1,2,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,"iva",4.25,53,7
"R_3EgpVaPOSrUU2oj",2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"iva",4.25,33,5
"R_3EPWQo5hqoHY5Th",2,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",NA,62,6
"R_3EsTFWxTxL2EO2G",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,1,2,1,2,1,2,2,1,2,1,1,"control",4.25,26,5.166666667
"R_3EYXr7JyjzXehio",2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,"control",6.25,43,4.333333333
"R_3EzCXaPoMh7Obbk",2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",2.5,50,6.666666667
"R_3F2RMtEarB75joC",2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"control",2.25,51,5.5
"R_3fio32Wj57lynAj",1,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,"control",4.75,28,5.666666667
"R_3fN7O0XfuiBdX3i",2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",3.5,23,5.833333333
"R_3fYPIfVIhAONv93",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iva",5,82,6.833333333
"R_3g1lR84IP2d6DgU",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"control",6.25,61,1.666666667
"R_3g71lN7qylMaZyR",1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",3.5,42,4.666666667
"R_3G81A2kbqsEG3gL",2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",4.25,53,4.333333333
"R_3GeNAxYyY5Gnei8",1,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",5,36,4.166666667
"R_3Gizx5AlpM189py",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"control",5,40,3.166666667
"R_3gSIffnySbLXrI4",2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,NA,2,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,NA,1,2,2,1,1,1,2,1,2,NA,2,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,"iva",2.5,43,6.5
"R_3gUb0zD840UtlAn",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,1,2,"iva",NA,59,5.166666667
"R_3gYpoLOFNVavNKM",2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,"iva",5.5,37,5.5
"R_3HKbeHw7ygBUPND",2,2,1,2,1,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",5.25,49,4.666666667
"R_3HMM0OuE6AHtPMj",1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",5,45,6.333333333
